sample_id,image_name,engagement,behavior,short_text,detailed_text,attention_score,engagement_score,keywords,text_length
ebab841e-925c-4fc9-8c0d-232c4934058f,0017.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.48,0.94,"attention, focus",3
59ba0257-48ce-400b-b717-299f30b8072e,0412.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.46,0.85,"attention, fatigue",2
fe538601-8c65-4520-975f-b6521606a27a,0289.jpg,Engaged,Focused,Highly focused student,Highly focused student during learning session,0.86,0.73,"attention, fatigue",3
8f5bb45c-427a-4442-a9a4-ce908c9c0e70,0118.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.66,0.88,"attention, focus",2
bb83f956-dc8a-45ed-86ac-7fad9b8ef4a5,0136.jpg,Engaged,Confused,Student appears confused,Student appears confused during learning session,0.49,0.48,"fatigue, learning",3
7530b2d8-a4b9-4f06-afcb-1e3059b47448,0496.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.6,0.38,"fatigue, focus",3
2ed260e2-891e-4972-83b0-cd4705616d36,0276.jpg,Engaged,Focused,Highly focused student,Highly focused student during learning session,0.75,0.86,"focus, attention",3
739e16b6-2590-45aa-b971-082d3035cc4e,0081.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,1.0,0.85,"focus, attention",3
7d8a1803-1431-48ac-913d-c4d86ce6aa60,0212.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.34,0.91,"focus, learning",2
85b7dfea-2d2b-4d9d-9788-8eb47a5fc27c,0370.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.72,0.33,"learning, attention",2
faa223ed-e6d0-469b-9b66-509911a22606,0092.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.94,0.32,"attention, focus",3
ec2366bc-9451-4013-8829-5c7791ae8339,0249.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.6,0.56,"fatigue, attention",2
d3472a9c-a27b-4c51-bc59-fda1b596ca52,0368.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.36,0.46,"fatigue, attention",2
c3966b3b-48af-4fbb-a199-0b88c4c2fd56,0065.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.54,0.99,"focus, learning",2
27a2e250-ebc0-4caf-bfa6-1fec0a7a9c97,0066.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.89,0.71,"learning, fatigue",2
26460826-a132-4077-9ae9-1e1841725679,0259.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.44,0.97,"fatigue, focus",3
43b9ece1-11d2-4235-ba5e-db9cac930631,0225.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.33,0.63,"focus, attention",3
6dc5a643-7c97-4299-8910-6d8a41357f0e,0295.jpg,Engaged,Confused,Student appears confused,Student appears confused during learning session,0.41,0.76,"focus, attention",3
f1282d9c-2c59-42b2-a978-7f480854b113,0278.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.45,0.85,"focus, attention",3
de645d29-4b3f-44a2-a232-c21c7b578999,0377.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.89,0.69,"learning, focus",2
350494ed-7765-4d02-a358-bcb1a736792e,0335.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.5,0.82,"attention, focus",3
5533debb-479b-4a9a-be90-03a018738dab,0354.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.4,0.8,"fatigue, focus",3
f4a9f80b-a0e9-4af3-b789-0e5515d836a9,0283.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.76,0.44,"learning, focus",2
037fa73a-7ad8-4de5-843a-edce47292c3f,0332.jpg,Engaged,Confused,Learner shows confusion,Learner shows confusion during learning session,0.92,0.65,"focus, learning",3
1d1b9c89-adcf-49b9-a582-f89648225340,0478.jpg,Engaged,Confused,Student appears confused,Student appears confused during learning session,0.79,0.61,"attention, focus",3
d699a401-8405-4f0e-ba9b-7de8b2a9124d,0059.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.63,0.83,"attention, learning",2
2e67ec26-33b6-45c6-a8c7-650a8b54b2ec,0434.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.4,0.97,"learning, fatigue",3
bf068997-ef49-42bd-aa55-b6033ca9e5b0,0298.jpg,Engaged,Focused,Highly focused student,Highly focused student during learning session,0.98,0.48,"fatigue, focus",3
45ca7275-8317-4dcc-bb1a-51d8d17885b3,0441.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.8,0.49,"fatigue, focus",3
13afa047-d370-40a8-b9ec-b89d049c1b66,0272.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.97,0.3,"learning, fatigue",2
2f67ce38-8434-4f11-b053-363aca56783a,0132.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.97,0.97,"learning, focus",3
c19214e1-2e4d-434c-99f6-58331fa8848f,0161.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.33,0.43,"focus, attention",3
3b4edce5-b009-4beb-9a80-61305a93d4e3,0319.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.8,0.97,"attention, focus",3
e59c9bf9-9129-49b6-938e-2ab0c7ffa285,0218.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.99,0.33,"focus, fatigue",3
9705dd2f-bee1-4cda-b8c3-eb6dd84e3a19,0486.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.81,0.73,"attention, fatigue",2
8a3a7d36-671c-4c7f-ba7c-07a19c88f51f,0080.jpg,Engaged,Frustrated,Signs of frustration,Signs of frustration during learning session,0.57,0.48,"attention, learning",3
5fd8367e-3e2c-4adf-90b7-cab45f3c5b96,0237.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.82,0.81,"fatigue, attention",3
298d2f4e-1183-4d89-a047-73a7078495a8,0347.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.84,0.52,"fatigue, focus",2
9be402c9-828e-43cd-a4b1-80a34ade533a,0357.jpg,Engaged,Confused,Learner shows confusion,Learner shows confusion during learning session,0.49,0.39,"fatigue, focus",3
ba145003-1d0e-400f-86fb-81f8befd62be,0461.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.95,0.54,"learning, fatigue",3
de645d29-4b3f-44a2-a232-c21c7b578999,0377.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.89,0.69,"learning, focus",2
b2a7166f-4227-4f68-9dab-23caf5d03f00,0267.jpg,Engaged,Focused,Strong attention,Strong attention during learning session,0.62,0.93,"learning, fatigue",2
20474bea-6c59-4546-8027-aa88515bc7f4,0146.jpg,Engaged,Confused,Student appears confused,Student appears confused during learning session,0.3,0.6,"focus, attention",3
03dff9ab-f045-4b0f-bddb-aa22648f8855,0380.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.99,0.86,"attention, fatigue",3
a4e860b3-10a2-499e-bc17-a58190331315,0213.jpg,Engaged,Confused,Learner shows confusion,Learner shows confusion during learning session,0.62,0.95,"learning, attention",3
d5eff90e-ff25-4efc-92ff-04ae1e71852c,0299.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.68,0.74,"learning, fatigue",3
01e92b2f-ed9c-42d3-9fe2-68631725c69c,0253.jpg,Engaged,Focused,Strong attention,Strong attention during learning session,0.38,0.73,"focus, attention",2
f07f9d1c-9e4e-458c-b26f-66295dedf658,0268.jpg,Engaged,Confused,Student appears confused,Student appears confused during learning session,0.65,0.32,"attention, learning",3
b4413af1-bc4d-42ac-bb20-e59bf5cc2d40,0319.jpg,Engaged,Focused,Highly focused student,Highly focused student during learning session,0.52,0.35,"fatigue, learning",3
46f7c643-a934-4604-89f7-64cbc87f5487,0081.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.58,0.55,"learning, attention",3
a066c44e-5a68-48cb-914d-d4ce63dba024,0431.jpg,Engaged,Focused,Highly focused student,Highly focused student during learning session,0.56,0.33,"attention, fatigue",3
bf23bbb4-dcd2-46a1-86dc-1204ec14ac07,0288.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.85,0.35,"attention, focus",2
2b5ddab5-6100-4bb7-8148-d1d91f59e1ac,0165.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.86,0.57,"attention, fatigue",3
95e6a0de-4769-422f-bca2-e371d5df761a,0337.jpg,Engaged,Focused,Strong attention,Strong attention during learning session,0.31,0.49,"fatigue, learning",2
9aeabe40-a83a-4ae7-9cb2-7287354a4fba,0159.jpg,Engaged,Focused,Strong attention,Strong attention during learning session,0.34,0.82,"fatigue, learning",2
717277fa-6546-4372-aca6-2784c1d92810,0353.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.32,0.48,"learning, fatigue",2
511505b8-c698-4c0a-bf85-025594f4f80a,0120.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.41,0.31,"focus, learning",2
d44a0494-bf48-4f0a-a0b8-32459ce60b5b,0181.jpg,Engaged,Confused,Student appears confused,Student appears confused during learning session,0.69,0.36,"attention, fatigue",3
0d045e8a-0415-40dc-b47b-84b18d1597db,0086.jpg,Engaged,Frustrated,Signs of frustration,Signs of frustration during learning session,0.72,0.74,"attention, fatigue",3
4be172ac-5ac8-463a-a509-08f52441d991,0015.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.5,0.93,"learning, attention",3
1219a386-b32a-4dc0-b18d-c4ea9cf13b37,0441.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.46,0.53,"fatigue, attention",2
bc3d492d-e483-4418-be5c-1fbf5537a337,0085.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.58,0.74,"focus, learning",3
26460826-a132-4077-9ae9-1e1841725679,0259.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.44,0.97,"fatigue, focus",3
b0f31bbf-5a45-42a2-b7cb-3a01d4a1887d,0097.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.84,0.54,"learning, attention",3
cb226889-d420-44cb-bb47-2bf1ff00176a,0468.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.99,0.39,"fatigue, learning",3
1fd11ddd-8958-4f08-bb04-5d5612970a71,0311.jpg,Engaged,Focused,Strong attention,Strong attention during learning session,0.32,0.7,"fatigue, attention",2
f6d5e3ba-f17a-404b-8d86-2f96c76a9649,0269.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.85,0.93,"learning, focus",2
6bd3bc6b-2a44-4206-871c-5fd6848d575d,0320.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.93,0.87,"focus, fatigue",2
97116747-46ea-48c4-afac-1e86d3c7385c,0192.jpg,Engaged,Confused,Student appears confused,Student appears confused during learning session,0.48,0.86,"learning, fatigue",3
33e08bd7-d7a9-4445-b9ad-160f2782de02,0247.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.39,0.87,"attention, focus",3
3a0e35b7-f6ab-4419-a766-285207ed5ddc,0068.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.98,0.73,"focus, learning",3
474c4796-5922-4ed7-b7a6-55772ea900d1,0398.jpg,Engaged,Confused,Learner shows confusion,Learner shows confusion during learning session,0.42,0.63,"fatigue, focus",3
e318867a-2b2e-4b10-b7b9-8039c0640f68,0308.jpg,Engaged,Frustrated,Signs of frustration,Signs of frustration during learning session,0.57,0.64,"fatigue, attention",3
03c4a52f-5f04-4bf5-86f7-7bb2e87c0f92,0049.jpg,Engaged,Frustrated,Signs of frustration,Signs of frustration during learning session,0.69,0.86,"fatigue, learning",3
e6b30838-b7c5-45f6-8112-44bb91d2d27a,0144.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.46,0.99,"attention, fatigue",3
631f8bad-ad7a-45fe-99de-40c691e35517,0075.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.31,0.93,"learning, attention",3
be7be712-6f32-4e89-8c26-5057c9947d78,0064.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.88,0.79,"fatigue, attention",2
3ebc9d4a-ecfd-44e6-8450-f3581adc9b6b,0217.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.51,0.82,"learning, fatigue",3
064142ff-3fc9-48a5-b6e8-d9fd11c95878,0158.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.65,0.6,"focus, fatigue",2
acc4f8a0-4131-4f4e-a338-cc4711176da9,0499.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.33,0.4,"learning, fatigue",3
35ab57dc-0374-4acc-8555-45acb7019ab2,0452.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.85,0.83,"attention, focus",3
668dedfb-07b9-4178-815a-c48b8a2acfb8,0202.jpg,Engaged,Frustrated,Signs of frustration,Signs of frustration during learning session,0.35,0.31,"fatigue, focus",3
aad22ce0-fdbc-4667-a702-2f66c36de296,0477.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.55,0.31,"learning, focus",3
2f8621e1-ea2e-4438-aed3-0ec76dd38219,0357.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.31,0.39,"fatigue, focus",3
99714748-d13d-474f-bf39-dd2c92f64836,0246.jpg,Engaged,Frustrated,Signs of frustration,Signs of frustration during learning session,0.5,0.43,"attention, fatigue",3
13afa047-d370-40a8-b9ec-b89d049c1b66,0272.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.97,0.3,"learning, fatigue",2
e6cbe709-5a75-4260-a526-a98a27c0a2f0,0417.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.49,0.91,"focus, learning",3
c7a6abdc-fa4e-485a-9910-63b28f888e87,0219.jpg,Engaged,Focused,Highly focused student,Highly focused student during learning session,0.99,0.8,"learning, attention",3
c1b39057-00e0-47f8-aded-0949fe47297a,0352.jpg,Engaged,Confused,Learner shows confusion,Learner shows confusion during learning session,0.82,0.8,"attention, fatigue",3
b7b5fc3f-84fe-423c-9fc8-dbeaf37dc49c,0176.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.6,0.34,"focus, learning",2
ecc4813d-b9d6-4aa4-9c8e-d297e3ca7c6f,0377.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.78,0.44,"fatigue, attention",3
2798e452-20cd-4c7e-9525-23fe2e577789,0072.jpg,Engaged,Confused,Learner shows confusion,Learner shows confusion during learning session,0.47,0.75,"learning, attention",3
a1780af3-7277-4039-91be-8696ec30c8c6,0376.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.89,0.84,"focus, learning",3
dee98cf3-4b0f-4eb8-91aa-e52c7692ad5a,0295.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.36,0.69,"learning, fatigue",3
5ec24466-c731-4a94-8cd8-a2b968006e46,0244.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.64,0.71,"attention, learning",2
159e5d7f-259d-4d54-a380-7e463355814a,0235.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.45,0.3,"learning, fatigue",3
9e632150-1474-412c-bc50-4e0fc908323f,0274.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.34,0.63,"fatigue, learning",3
45ca7275-8317-4dcc-bb1a-51d8d17885b3,0441.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.8,0.49,"fatigue, focus",3
d69ad080-9713-41b8-9e44-b8e16bba0b03,0315.jpg,Engaged,Focused,Highly focused student,Highly focused student during learning session,0.5,0.87,"fatigue, learning",3
d9348a2d-5c6d-4bfd-bbfa-dd17977e450f,0430.jpg,Engaged,Confused,Learner shows confusion,Learner shows confusion during learning session,0.85,0.98,"focus, learning",3
fa0c7eda-7310-4704-8c2a-7eee32a3ad81,0156.jpg,Engaged,Focused,Highly focused student,Highly focused student during learning session,0.95,0.33,"fatigue, attention",3
6bd3bc6b-2a44-4206-871c-5fd6848d575d,0320.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.93,0.87,"focus, fatigue",2
6cd6e289-f7a5-479c-884d-d84aed69a7c8,0159.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.45,0.92,"focus, learning",2
c01ee787-713a-40af-a619-745e3f650850,0397.jpg,Engaged,Focused,Strong attention,Strong attention during learning session,0.41,0.71,"learning, focus",2
8e176c5f-91cd-44a8-8620-d5fdcde56efc,0360.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.73,0.64,"fatigue, focus",2
05283d76-2134-44b7-b9cd-d4e4da8a415f,0481.jpg,Engaged,Confused,Learner shows confusion,Learner shows confusion during learning session,0.34,0.91,"learning, fatigue",3
38633946-d7ba-4942-b7bb-8b4795c4aae8,0358.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.72,0.64,"fatigue, focus",2
84974230-6437-411b-80ca-f2a5a32ab219,0375.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.87,0.63,"fatigue, focus",2
608d2452-8f8d-4e90-911c-3948470b1e99,0378.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.41,0.69,"learning, attention",3
7d95fa81-8c59-4782-a3f4-370bb57462c8,0336.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.55,0.5,"learning, focus",2
c2856039-b1b1-48a5-be9b-8f8a535a875c,0350.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.48,0.65,"attention, fatigue",2
1e28ec13-7040-441c-bd69-89f84d0bcf19,0198.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.84,0.86,"focus, learning",3
ca11feb3-2818-424f-86ab-eded119afb3e,0070.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.86,0.37,"attention, fatigue",2
16c481c5-fb42-4458-8c94-7c23b199f6ae,0207.jpg,Engaged,Frustrated,Signs of frustration,Signs of frustration during learning session,0.79,0.48,"focus, learning",3
f13e69ae-d4bd-44db-baca-06779c31a4a5,0346.jpg,Engaged,Focused,Strong attention,Strong attention during learning session,0.56,0.74,"attention, learning",2
1e86d4c2-9e2a-4e15-98a2-62cc0d864b2b,0124.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.96,0.78,"attention, learning",2
aab9762c-56ef-466d-9498-949cce5450c5,0081.jpg,Engaged,Confused,Student appears confused,Student appears confused during learning session,0.77,0.74,"focus, attention",3
7d8a1803-1431-48ac-913d-c4d86ce6aa60,0212.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.34,0.91,"focus, learning",2
f850828d-7f91-4672-8729-3fa4f204cf88,0380.jpg,Engaged,Focused,Strong attention,Strong attention during learning session,0.63,0.92,"focus, fatigue",2
67afbb55-3eba-4485-8b49-d6c3010d7d94,0414.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.78,0.7,"focus, fatigue",2
09039fef-84e4-46c8-ac46-73fc38c1893f,0326.jpg,Engaged,Focused,Highly focused student,Highly focused student during learning session,0.44,0.99,"focus, fatigue",3
143b0a35-c122-4287-b8bd-c29e7a193a0d,0222.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.93,0.75,"learning, fatigue",3
668dedfb-07b9-4178-815a-c48b8a2acfb8,0202.jpg,Engaged,Frustrated,Signs of frustration,Signs of frustration during learning session,0.35,0.31,"fatigue, focus",3
70ce8d33-64b1-4fa3-a843-9fc98203c6c1,0171.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.61,0.69,"attention, fatigue",2
89b9994b-0c45-4b35-a29a-3fd264e003d2,0069.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.94,0.86,"attention, learning",2
feb2962a-4d40-4704-895a-67be032576e6,0470.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.9,0.62,"attention, fatigue",2
372c7c01-bffa-43dc-a904-0e43ef31a4f9,0477.jpg,Engaged,Confused,Learner shows confusion,Learner shows confusion during learning session,0.33,0.55,"learning, focus",3
812e3789-3dcb-4a17-a9b3-1881a175a9a4,0271.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.35,0.93,"focus, attention",3
e6ada606-1b94-4a25-b3af-2c85360610fb,0187.jpg,Engaged,Confused,Student appears confused,Student appears confused during learning session,0.38,0.34,"learning, focus",3
004a2d94-99df-4484-a525-4a1b44fbb946,0352.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.36,0.77,"focus, fatigue",2
b7ef48af-72b9-4270-a1bc-e781fab18eba,0367.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.5,0.75,"learning, fatigue",2
d5d6f5a1-4d73-4851-ae2f-206d0c0cceb5,0309.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.39,0.98,"fatigue, learning",3
f75a9bf8-43a8-4dc9-a22d-78b6e05fb5e7,0188.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.5,0.35,"fatigue, learning",2
7d5f0a8d-293b-443b-a6ac-c2469a1b1e23,0174.jpg,Engaged,Frustrated,Signs of frustration,Signs of frustration during learning session,0.81,0.7,"fatigue, focus",3
ce537eca-def9-4279-986a-375742bc35a3,0275.jpg,Engaged,Confused,Student appears confused,Student appears confused during learning session,0.52,0.55,"focus, attention",3
1e8fcc87-a42f-4928-bd7a-48b4c3e4e9a2,0291.jpg,Engaged,Confused,Learner shows confusion,Learner shows confusion during learning session,0.32,0.64,"fatigue, learning",3
c10fbd94-962d-44c1-a33c-2b9c4672e940,0317.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.3,0.34,"attention, focus",2
6596ac48-1bab-4875-8d59-7a843a0d8cb7,0381.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.67,0.55,"fatigue, focus",2
37dc55d4-ca87-4cf7-a944-0821ffd688c2,0265.jpg,Engaged,Focused,Strong attention,Strong attention during learning session,0.86,0.52,"attention, learning",2
37ef6bb1-98b2-4cc9-8ffa-1ae8079c28ec,0147.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.48,0.36,"learning, focus",3
6eca2858-ca75-440a-a4e5-61542d13d9b3,0236.jpg,Engaged,Confused,Learner shows confusion,Learner shows confusion during learning session,0.97,0.32,"focus, learning",3
c04b6f7b-f914-4ad1-a2f1-01957554b185,0382.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.52,0.34,"attention, focus",3
756ba2c8-6638-48fe-84c3-c2806cd02452,0260.jpg,Engaged,Focused,Strong attention,Strong attention during learning session,0.91,0.96,"learning, attention",2
e318867a-2b2e-4b10-b7b9-8039c0640f68,0308.jpg,Engaged,Frustrated,Signs of frustration,Signs of frustration during learning session,0.57,0.64,"fatigue, attention",3
d6da8c73-f927-4a51-ab8a-107322ee3143,0148.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.43,0.7,"fatigue, focus",3
709fca5b-cc8f-4bc8-8ffe-90636aa43b7a,0231.jpg,Engaged,Focused,Highly focused student,Highly focused student during learning session,0.64,0.65,"focus, attention",3
c188b499-e09e-46c3-b021-dfb9f8d7e215,0272.jpg,Engaged,Confused,Learner shows confusion,Learner shows confusion during learning session,0.67,0.96,"attention, focus",3
6c498ae8-9b7e-41fd-b6d2-65f4cd9596a0,0080.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.92,0.89,"learning, fatigue",3
9da90972-49b3-4548-8d11-8b0e5b6852bb,0030.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.8,0.6,"attention, learning",2
289e7e20-b178-46f8-9592-471d208970f7,0211.jpg,Engaged,Confused,Student appears confused,Student appears confused during learning session,0.69,0.92,"attention, fatigue",3
d85d2449-fae8-4a0f-81cb-2e476a09de2e,0489.jpg,Engaged,Confused,Student appears confused,Student appears confused during learning session,0.92,0.92,"attention, focus",3
ee54b31e-02dd-4fee-bae9-4afeba5a2e65,0225.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.4,0.67,"attention, learning",3
dd0a61e3-b4c7-4ee2-82da-00429dd5d449,0060.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.48,0.86,"learning, focus",2
2b033a58-22b3-41a7-ad73-788bf6c466a5,0172.jpg,Engaged,Focused,Strong attention,Strong attention during learning session,0.58,0.45,"fatigue, learning",2
55d46193-5e37-4ee9-a393-de1ca0589c06,0094.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.46,0.5,"learning, attention",3
a4be3edf-ac4b-45e0-b737-457c4db17925,0048.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.73,0.97,"learning, focus",3
b0e5415c-f4ee-448b-b8be-2e198217485c,0422.jpg,Engaged,Focused,Strong attention,Strong attention during learning session,0.43,0.74,"focus, learning",2
c85fb7c0-91ce-4528-ad69-a4a2db5c9351,0232.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.44,0.33,"attention, fatigue",2
b408f27d-3e67-4b1b-bfdb-75ce2b80af6a,0161.jpg,Engaged,Focused,Highly focused student,Highly focused student during learning session,0.8,0.32,"attention, focus",3
81d69ef1-05a8-4afd-b6eb-e0374de4cdcb,0130.jpg,Not Engaged,Bored,Lack of interest,Lack of interest during learning session,0.69,0.96,"fatigue, learning",3
c55b50a4-d7e5-4386-9e52-59b7e699eb99,0173.jpg,Engaged,Confused,Learner shows confusion,Learner shows confusion during learning session,0.86,0.49,"focus, attention",3
111eb974-5fdb-4484-8453-6fb29784e4a2,0278.jpg,Engaged,Confused,Student appears confused,Student appears confused during learning session,0.78,0.72,"focus, fatigue",3
84491c37-eb28-4f1f-b9d6-61ea736b99d3,0360.jpg,Engaged,Confused,Learner shows confusion,Learner shows confusion during learning session,0.71,0.72,"learning, focus",3
2fc6cc7b-6b46-4c22-9017-9cd3a903b030,0363.jpg,Engaged,Focused,Strong attention,Strong attention during learning session,0.9,0.85,"focus, attention",2
c0043ead-a52b-49c6-98d8-9bd86df70f9f,0472.jpg,Not Engaged,Looking Away,Looking away,Looking away during learning session,0.61,0.64,"attention, learning",2
9e0be705-a536-42df-857d-af529a68a8b0,0444.jpg,Not Engaged,Drowsy,Student is sleepy,Student is sleepy during learning session,0.55,0.64,"fatigue, attention",3
2a353731-5d8f-4115-ba88-21b4ee954d3f,0062.jpg,Not Engaged,Looking Away,Student distracted,Student distracted during learning session,0.93,0.79,"fatigue, learning",2
5041595a-e3fe-4659-9671-eb272037fc00,0242.jpg,Not Engaged,Bored,Student is bored,Student is bored during learning session,0.4,0.64,"attention, learning",3
ecc4813d-b9d6-4aa4-9c8e-d297e3ca7c6f,0377.jpg,Engaged,Frustrated,Student is frustrated,Student is frustrated during learning session,0.78,0.44,"fatigue, attention",3
5f7239e9-09fb-4b5b-ade6-50d98e8bb284,0071.jpg,Engaged,Focused,Strong attention,Strong attention during learning session,0.83,0.39,"attention, focus",2
6ddcb487-c08d-4957-87b2-a8ffa91e9b2a,0426.jpg,Engaged,Focused,Highly focused student,Highly focused student during learning session,0.96,0.42,"attention, fatigue",3
63831a65-b3f5-4296-b36c-a5e68272595d,0326.jpg,Not Engaged,Drowsy,Drowsy behavior,Drowsy behavior during learning session,0.31,0.47,"fatigue, learning",2
